Geneid,<2C (LG1),G1,S,G2M,>4C (GG2M),desc,class
Tb927.8.2120,11054.0,8211.5,7312.0,6969.0,8765.5,hypothetical protein  conserved,<2C (LG1)
Tb927.8.2130,11073.5,8949.0,8281.5,8637.5,8353.5,cyclic nucleotide-binding domain containing protein  putative,<2C (LG1)
Tb927.8.2140,612.5,2714.5,1771.5,1936.0,2574.5,hypothetical protein  conserved,G1
Tb927.8.2150,2920.5,952.0,2103.5,1125.0,2819.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.2160,10206.0,11133.5,10996.5,10905.0,10926.0,p-glycoprotein,G1
Tb927.8.2170,4594.0,3658.5,3108.5,2840.5,5044.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.8.2180,2137.5,3164.5,2949.5,2290.0,3879.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.8.2185,612.5,855.5,615.0,1044.0,1717.0,hypothetical protein,>4C (GG2M)
Tb927.8.2190,8027.0,1078.5,1041.5,1352.5,1392.5,hypothetical protein  conserved,<2C (LG1)
Tb927.8.2200,7906.5,4703.0,3354.5,2940.5,2178.0,terbinafine resistance locus protein (yip1)  putative,<2C (LG1)
Tb927.8.2210,2598.0,3606.5,4462.5,4579.0,3861.0,pteridine reductase 1,G2M
Tb927.8.2220,10270.0,11085.0,11023.0,11137.5,10827.0,hypothetical protein  conserved,G2M
Tb927.8.2230,6069.0,3849.0,3364.5,3856.5,4231.5,Checkpoint protein HUS1  putative,<2C (LG1)
Tb927.8.2240,612.5,6550.5,6583.0,6940.5,5996.5,Tryptophanyl-tRNA synthetase 2,G2M
Tb927.8.2250,4449.5,8440.0,7983.0,8048.0,8121.0,Fungal tRNA ligase phosphodiesterase domain containing protein  putative,G1
Tb927_08_v4.snoRNA.0024,2658.5,449.0,336.0,313.5,584.5,C/D snoRNA,<2C (LG1)
Tb927_08_v4.snoRNA.0034,2329.5,530.0,994.0,610.5,1213.5,C/D snoRNA,<2C (LG1)
Tb927_08_v4.snoRNA.0039,3987.5,845.0,1149.5,1017.0,1253.0,C/D snoRNA,<2C (LG1)
Tb927_08_v4.snoRNA.0042,4074.0,727.0,471.5,773.0,1010.0,H/ACA-like snoRNA,<2C (LG1)
Tb927.8.2260,9796.0,8843.0,8160.5,8290.0,7426.0,Present in the outer mitochondrial membrane proteome 39-2,<2C (LG1)
Tb927_08_v4.snoRNA.0043,3191.0,458.5,578.5,334.5,721.5,H/ACA-like snoRNA,<2C (LG1)
Tb927.8.2270,4792.5,5128.0,4057.0,4587.0,3235.0,Present in the outer mitochondrial membrane proteome 39-3,G1
Tb927_08_v4.snoRNA.0044,3241.5,600.0,507.0,534.5,933.5,H/ACA-like snoRNA,<2C (LG1)
Tb927.8.2280,10311.5,9509.0,8892.5,9430.5,9131.0,Present in the outer mitochondrial membrane proteome 39-4,<2C (LG1)
Tb927.8.2290,7702.0,4560.0,4911.0,3168.0,4813.5,hypothetical protein  conserved,<2C (LG1)
Tb927.8.2300,5876.5,5862.0,4990.5,6974.5,4571.0,hypothetical protein  conserved,G2M
Tb927.8.2310,5981.0,5474.0,5025.0,3596.5,4586.5,(H+)-ATPase G subunit  putative,<2C (LG1)
Tb927.8.2320,1460.0,3799.0,3560.0,3737.0,5199.0,hypothetical protein,>4C (GG2M)
Tb927.8.2330,3945.0,4155.5,3711.0,4818.5,6088.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.8.2340,10456.0,7137.0,6401.0,7547.0,8032.5,hypothetical protein  conserved,<2C (LG1)
Tb927.8.2350,1460.0,3842.0,5276.5,4662.5,3335.5,hypothetical protein  conserved,S
Tb927.8.2360,1460.0,1679.0,954.0,2907.5,721.5,mediator of rna polymerase ii transcription subunit 4,G2M
Tb927.8.2370,10165.0,10978.0,10704.5,10815.0,10156.0,dicer-like protein,G1
Tb927.8.2380,10729.5,10911.0,10998.5,10969.5,10839.0,ABC transporter  putative,S
Tb927.8.2390,10905.0,11172.0,10990.0,11111.0,11014.0,hypothetical protein  conserved,G1
Tb927.8.2395,612.5,1565.5,1771.5,1888.0,1407.5,hypothetical protein,G2M
Tb927.8.2400,9484.0,5136.0,3127.0,4057.0,1531.5,hypothetical protein  conserved,<2C (LG1)
Tb927.8.2410,7528.0,9016.5,8994.0,9331.5,8690.5,amidase  putative,G2M
Tb927.8.2420,10564.0,8737.5,8430.5,8094.5,6038.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.2430,5713.5,9945.0,10284.5,9979.5,10168.0,hypothetical protein  conserved,S
Tb927.8.2440,7794.5,4065.5,5704.5,6157.0,8146.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.8.2450,1460.0,7237.5,7979.5,7762.0,5420.5,5'-AMP-activated protein kinase subunit beta,S
Tb927.8.2460,2295.5,2785.5,2564.5,2603.0,2786.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.8.2470,4313.5,1904.5,1603.5,1071.0,818.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.2480,5743.0,5446.5,3969.5,3888.5,2870.0,3-oxo-5-alpha-steroid 4-dehydrogenase-like  putative,<2C (LG1)
Tb8.NT.41,2406.5,398.0,668.5,334.5,721.5,Noncoding RNA  putative,<2C (LG1)
Tb927.8.2490,8748.0,6858.5,6556.0,6768.0,5916.5,SET domain containing protein  putative,<2C (LG1)
Tb927.8.2500,2258.5,7799.5,7562.5,8066.5,6864.5,ribosomal RNA methyltransferase  putative,G2M
Tb927.8.2510,612.5,7321.0,7183.5,7304.5,6270.0,hypothetical protein  conserved,G1
Tb927.8.2520,8800.5,6373.5,7365.0,6267.5,2243.5,acetyl-CoA synthetase  putative,<2C (LG1)
Tb927.8.2530,612.5,626.0,1446.0,1313.5,2268.0,Cytochrome c oxidase copper chaperone  related,>4C (GG2M)
Tb927.8.2540,9812.5,5867.5,6102.0,5037.0,6737.5,3-ketoacyl-CoA thiolase,<2C (LG1)
Tb927.8.2550,10461.5,10938.0,10902.5,10902.0,10452.0,mitochondrial DNA primase,G1
Tb927.8.2560,7320.0,4456.0,4868.0,5014.5,5664.0,spliceosomal U5 snRNP-specific protein  putative,<2C (LG1)
Tb927.8.2570,10352.5,9621.0,9653.5,9653.5,8228.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.2580,10779.0,9226.5,9622.0,9249.5,7788.0,exocyst complex component Sec10  putative,<2C (LG1)
Tb927.8.2590,6867.0,5463.0,5109.5,5342.5,4664.5,Basal body protein,<2C (LG1)
Tb927.8.2600,5573.5,6301.5,7685.0,4301.0,5888.5,WD domain  G-beta repeat/BING4CT (NUC141) domain containing protein  putative,S
Tb8.NT.42,3142.5,1894.5,1945.0,1585.5,1239.0,Noncoding RNA  putative,<2C (LG1)
Tb927.8.2610,7948.0,4663.0,6883.0,5799.5,5432.0,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase  putative,<2C (LG1)
Tb927.8.2620,3957.5,7176.5,8179.5,8348.5,11049.0,SUMO-interacting motif-containing protein,>4C (GG2M)
Tb927.8.2630,3929.5,7962.0,6624.0,8211.5,11593.0,kinesin-C,>4C (GG2M)
Tb927.8.2640,6426.0,9512.0,9604.5,9559.0,10266.5,ubiquitin-activating enzyme E1  putative,>4C (GG2M)
Tb927.8.2650,10862.0,6334.0,7365.0,6919.5,6712.0,metallo-beta-lactamase-like protein  putative,<2C (LG1)
Tb927.8.2660,9720.0,11082.0,10780.0,10239.0,10763.0,Galactose oxidase  central domain containing protein  putative,G1
Tb927.8.2663,5379.0,2630.0,2586.5,2440.0,1422.0,tRNA Asparagine,<2C (LG1)
Tb927.8.2666,3394.0,1704.5,1831.0,1688.5,1828.0,tRNA Tryptophan,<2C (LG1)
Tb927.8.2670,612.5,2000.5,2092.5,1526.5,3399.5,Putative S-adenosyl-L-methionine-dependent methyltransferase  putative,>4C (GG2M)
Tb927.8.2680,10980.5,7447.5,8229.5,8368.0,6059.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.2690,11181.0,10780.0,10803.5,10812.0,10201.0,SET domain containing protein  putative,<2C (LG1)
Tb927.8.2700,2729.0,2934.5,2144.5,2184.5,7453.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.8.2710,9812.5,10741.5,11078.5,10932.0,10614.0,SET domain containing protein  putative,S
Tb927.8.2720,8721.5,8355.0,8683.0,8492.5,8012.5,Putative serine esterase (DUF676)  putative,<2C (LG1)
Tb927.8.2730,8185.5,8237.5,8600.5,7925.5,6836.0,hypothetical protein  conserved,S
Tb927.8.2740,1460.0,3799.0,5938.0,4531.5,2679.0,mitochondrial RNA binding protein,S
Tb927.8.2750,2047.0,5474.0,6034.5,4798.0,5880.0,hypothetical protein  conserved,S
Tb927.8.2760,8756.5,5689.0,7018.5,6035.0,1549.5,50S ribosome-binding GTPase  putative,<2C (LG1)
Tb927.8.2770,11483.0,11598.0,11627.0,11624.0,11571.0,inositol 1 4 5-trisphosphate receptor,S
Tb927.8.2780,3510.0,3813.5,2011.5,2072.5,3510.5,RNA-binding protein RBP10  putative,G1
Tb927.8.2790,1460.0,307.0,161.0,136.5,433.0,acetyl-CoA synthetase  truncated,<2C (LG1)
Tb927.8.2800,3224.0,4323.0,3551.5,4636.5,4947.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.8.2810,9163.5,10878.0,10775.0,10652.0,10201.0,5'-3' exoribonuclease C,G1
Tb927.8.2820,3888.5,5829.5,5696.5,6381.0,6909.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.8.2830,10606.5,9971.5,10312.5,9926.0,10134.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.2840,5969.0,8881.5,6936.0,7953.0,7412.0,hypothetical protein  conserved,G1
Tb927.8.2850,1783.5,7128.5,5908.5,5899.5,7720.0,Poly(A)-specific ribonuclease PARN-1,>4C (GG2M)
Tb927.8.2851,2813.0,509.0,532.5,397.5,721.5,tRNA Isoleucine,<2C (LG1)
Tb927.8.2852,2795.5,260.0,271.5,419.0,761.5,tRNA Glutamine,<2C (LG1)
Tb927.8.2853,2460.0,413.0,507.0,248.0,964.0,tRNA Valine,<2C (LG1)
Tb927.8.2854,2535.5,709.0,778.0,788.5,1622.5,tRNA Lysine,<2C (LG1)
Tb927.8.2855,5844.5,3235.0,4271.0,2893.5,2834.5,small nuclear RNA,<2C (LG1)
Tb927.8.2856,4626.0,2592.5,3138.0,2671.0,2758.5,tRNA Glycine,<2C (LG1)
Tb927.8.2857,612.5,543.0,795.0,925.0,86.0,tRNA Leucine,G2M
Tb927.8.2858,612.5,823.0,1489.0,1299.0,994.0,tRNA Threonine,S
Tb927.8.2859,612.5,2551.0,3233.0,2541.0,1896.5,tRNA Arginine,S
Tb927.8.2861,1783.5,4486.5,2341.0,2506.5,3825.5,SRP RNA  7SL,G1
Tb927.8.2862,612.5,373.5,471.5,334.5,607.0,tRNA Lysine,<2C (LG1)
Tb927.8.2863,612.5,358.0,336.0,366.5,697.5,tRNA Arginine,>4C (GG2M)
Tb927.8.2864,612.5,999.0,1289.5,974.5,2692.0,small nuclear RNA,>4C (GG2M)
Tb927.8.2860,10623.5,9776.5,9569.0,9253.0,9032.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.2870,9362.5,9062.0,9090.5,8374.0,8508.5,conserved protein,<2C (LG1)
Tb927.8.2880,7627.5,10692.0,10849.0,10988.5,10719.5,hypothetical protein  conserved,G2M
Tb927.8.2890,11687.0,10651.5,9150.0,9637.0,11212.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.2900,7387.5,4199.5,4411.0,4126.5,4533.5,mannosyl-oligosaccharide 1 2-alpha-mannosidase IB  fragment,<2C (LG1)
Tb927.8.2910,7063.0,5765.0,6393.0,5307.5,6581.0,ER degradation-enhancing alpha-mannosidase-like protein 1  putative,<2C (LG1)
Tb927.8.2920,7041.5,7317.5,7023.5,6738.5,6183.0,ER degradation-enhancing alpha-mannosidase-like protein 2  putative,G1
Tb927.8.2930,8857.0,7518.0,7958.5,6748.5,8193.0,ER degradation-enhancing alpha-mannosidase-like protein 3  putative,<2C (LG1)
Tb927.8.2940,7306.5,6572.5,6838.0,6434.5,6511.5,ER degradation-enhancing alpha-mannosidase-like protein 4  putative,<2C (LG1)
Tb927.8.2950,9502.5,8081.0,6947.5,7314.0,7471.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.2960,6746.5,9975.0,10107.0,9955.5,10137.5,Probable methyltransferase BTM2 homolog,>4C (GG2M)
Tb927.8.2970,612.5,700.5,578.5,687.0,1120.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.8.2980,4170.0,6148.5,7718.5,5365.0,6690.0,Bis(5'-adenosyl)-triphosphatase  putative,S
Tb927.8.2990,1460.0,6380.0,6022.5,6313.0,4839.5,5-formyltetrahydrofolate cyclo-ligase family  putative,G1
Tb927.8.3000,4544.0,7203.0,7091.5,7592.5,8268.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.8.3010,6248.5,10310.0,10173.5,9831.0,10137.5,hook complex protein  conserved,G1
Tb927.8.3020,10597.5,11571.0,11524.0,11528.0,11492.0,hypothetical protein  conserved,G1
Tb927.8.3040,1460.0,1773.5,2351.5,2566.5,3524.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.8.3050,9370.0,9226.5,8219.5,8277.5,9978.5,Chitobiase/beta-hexosaminidase C-terminal domain containing protein  putative,>4C (GG2M)
Tb927.8.3060,3741.5,3881.5,3801.5,3815.5,4440.0,metallo-peptidase  Clan MF  Family M17,>4C (GG2M)
Tb927.8.3070,612.5,886.5,778.0,292.5,721.5,hypothetical protein  conserved,G1
Tb927.8.3080,10875.0,10116.5,10696.0,10657.0,11093.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.8.3090,612.5,5136.0,5044.5,5765.5,5153.5,hypothetical protein  conserved,G2M
Tb927.8.3100,8925.0,6626.0,5945.5,5662.0,8321.0,coronin  putative,<2C (LG1)
Tb927.8.3110,8408.0,3967.5,4550.5,3805.5,5135.5,Mitochondrial ribosomal protein S9,<2C (LG1)
Tb927.8.3120,6689.0,5151.5,5276.5,5109.5,5609.5,Uncharacterised protein family UPF0546  putative,<2C (LG1)
Tb927.8.3130,5477.5,3561.5,4887.0,4908.0,3144.5,S-adenosyl-methyltransferase mraW-like protein  putative,<2C (LG1)
Tb927.8.3140,612.5,9484.0,8831.0,8385.0,9092.5,SIR2-like protein 4  putative,G1
Tb927.8.3150,1460.0,222.0,1199.5,1526.5,8169.0,T-complex protein 1  gamma subunit  putative,>4C (GG2M)
Tb927.8.3160,3638.0,1716.0,2939.0,1504.0,1453.5,hypothetical protein  conserved,<2C (LG1)
Tb927.8.3170,4713.5,8750.5,8420.5,7336.5,7177.5,kinetoplast ribosomal PPR-repeat containing protein 9,G1
Tb927.8.3180,8680.5,10517.0,10420.0,10379.5,8797.0,Protein of unknown function (DUF3250)  putative,G1
Tb927.8.3190,10076.0,6992.5,8157.5,9222.5,8727.5,hypothetical protein  conserved,<2C (LG1)
Tb927.8.3200,9422.0,10831.0,10811.0,11047.0,11122.0,Rapamycin-insensitive companion of TOR2,>4C (GG2M)
Tb927.8.3210,8671.5,6874.5,7466.5,5353.5,6074.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.3220,5349.0,7331.5,7696.5,7702.0,8294.5,Exodeoxyribonuclease 1,>4C (GG2M)
Tb927.8.3230,7448.5,7656.0,7076.5,6282.0,7098.5,hypothetical protein  conserved,G1
Tb927.8.3240,1783.5,4583.0,2919.0,3826.0,1703.0,lathosterol oxidase  putative,G1
Tb927.8.3250,2714.5,3367.5,2134.0,2290.0,10948.0,dynein heavy chain  putative,>4C (GG2M)
Tb927.8.3260,8389.5,7667.5,7850.5,8712.0,9668.5,YceI-like domain containing protein  putative,>4C (GG2M)
Tb927.8.3270,4490.0,3023.5,3354.5,4301.0,2376.0,hypothetical protein,<2C (LG1)
Tb927.8.3280,10807.5,8226.5,7756.0,7434.0,8575.0,Beta-lactamase superfamily domain containing protein  putative,<2C (LG1)
Tb927.8.3290,11363.0,11553.0,11498.0,11476.0,11075.5,DNA polymerase zeta catalytic subunit  putative,G1
Tb927.8.3300,9903.0,6626.0,7547.0,7506.5,4725.0,LSU ribosomal protein  mitochondrial  putative,<2C (LG1)
Tb927.8.3310,7507.5,8835.0,8857.5,8597.5,7720.0,Elongator-like Protein 3b,S
Tb927.8.3320,1460.0,6620.0,7786.5,6796.5,6975.5,Mitochondrial ATP synthase subunit  putative,S
Tb927.8.3330,3241.5,8284.0,8446.0,8649.5,3981.5,mitochondrial carrier protein,G2M
Tb927.8.3340,8582.5,4711.5,4380.5,5228.0,5174.5,hypothetical protein  conserved,<2C (LG1)
Tb927.8.3350,9440.0,10025.5,9867.5,10106.0,8657.0,DNA polymerase theta (helicase domain only)  putative,G2M
Tb927.8.3360,4159.0,787.5,578.5,974.5,397.5,hypothetical protein  conserved,<2C (LG1)
Tb927.8.3370,6291.5,5816.0,5717.5,6322.0,5675.0,Ran-binding protein  putative,G2M
Tb927.8.3380,8434.0,7818.0,8028.5,7900.0,6857.0,succinate dehydrogenase iron-sulfur subunit,<2C (LG1)
Tb927.8.3390,5938.5,6229.5,5875.5,6397.5,7098.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.8.3400,9954.0,8872.0,8295.5,7486.0,6932.5,palmitoyl acyltransferase 12  putative,<2C (LG1)
Tb927.8.3410,8161.5,10640.0,10809.5,10769.5,11321.5,Inositol hexakisphosphate  putative,>4C (GG2M)
Tb927.8.3420,5851.5,7479.0,7274.0,6779.5,7662.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.8.3430,3419.0,867.5,448.0,382.0,461.5,Meckel syndrome type 1 protein  putative,<2C (LG1)
Tb927.8.3440,612.5,498.0,717.5,248.0,347.0,hypothetical protein  conserved,S
Tb927.8.3450,6867.0,5095.5,5808.0,6240.5,5898.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.3460,10992.5,9974.0,9356.5,8704.5,8213.5,Ring finger domain containing protein  putative,<2C (LG1)
Tb927.8.3470,2747.5,3313.0,2453.0,3013.0,2758.5,Vesicle transport v-SNARE protein N-terminus  putative,G1
Tb927.8.3480,1460.0,3687.0,2092.5,1875.5,1929.5,hypothetical protein  conserved,G1
Tb927.8.3490,6724.5,9570.0,9460.5,9588.0,8754.0,Gryzun  putative trafficking through Golgi  putative,G2M
Tb927.8.3500,10969.0,8408.5,8340.0,8342.0,8000.0,mms19 nucleotide excision repair protein homolog,<2C (LG1)
Tb927.8.3510,7096.0,3579.0,4622.0,4126.5,3888.0,thymidylate kinase  putative,<2C (LG1)
Tb927.8.3520,6772.0,6115.0,6866.5,8011.5,7334.5,hypothetical protein  conserved,G2M
Tb927.8.3521,1914.0,1322.5,1347.5,737.0,461.5,hypothetical protein,<2C (LG1)
Tb927.8.3523,2813.0,543.0,491.0,517.0,531.0,tRNA Cysteine,<2C (LG1)
Tb927.8.3526,2747.5,626.0,471.5,557.5,761.5,tRNA Cysteine,<2C (LG1)
Tb927.8.3530,2855.0,2344.0,2440.5,2102.5,3669.0,glycerol-3-phosphate dehydrogenase [NAD+]  glycosomal,>4C (GG2M)
Tb927.8.3540,11598.0,11139.0,11096.5,11041.0,11426.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.3550,6552.0,7561.5,7316.0,6909.0,6890.0,mitogen-activated protein kinase 3  putative,G1
Tb927.8.3560,10090.5,8165.5,9537.5,9550.0,10095.5,DNA repair and recombination helicase protein PIF5,>4C (GG2M)
Tb927.8.3570,9333.0,9245.0,8902.0,9390.5,10012.5,Zinc finger  C3HC4 type (RING finger)  putative,>4C (GG2M)
Tb927.8.3580,8154.5,7822.0,7359.5,7333.0,4947.0,mitochondrial chaperone BCS1  putative,<2C (LG1)
Tb927.8.3590,8475.0,7262.5,7782.0,6531.0,4028.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.3600,4459.5,1530.0,1300.0,705.5,213.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.3610,10562.5,9665.0,9622.0,10425.0,9032.0,AKAP7 2'5' RNA ligase-like domain containing protein  putative,<2C (LG1)
Tb927.8.3620,6123.0,9325.0,8980.5,8874.5,7484.5,folate transporter  putative,G1
Tb927.8.3630,5955.0,6958.5,7850.5,8511.5,5567.0,folate transporter  putative,G2M
Tb927.8.3640,1460.0,6403.5,7220.5,5917.0,8249.0,JAB1/Mov34/MPN/PAD-1 ubiquitin protease  putative,>4C (GG2M)
Tb927.8.3650,7153.0,8421.0,8375.5,8945.0,6757.0,folate transporter  putative,G2M
Tb927.8.3660,10446.0,9916.0,9798.5,9858.5,9071.5,protein transport protein SEC23,<2C (LG1)
Tb927.8.3680,10690.0,9372.5,9055.5,9557.0,8933.0,kinetoplastid kinetochore protein 4,<2C (LG1)
Tb927.8.3690,1460.0,9861.0,9786.0,10065.0,8173.5,isocitrate dehydrogenase [NADP]  mitochondrial precursor  putative,G2M
Tb927.8.3700,11326.0,11386.0,11334.5,11237.0,11218.5,hypothetical protein  conserved,G1
Tb927.8.3710,10920.0,9875.0,9827.0,9632.5,10128.0,3'-5' exonuclease,<2C (LG1)
Tb927.8.3720,7130.0,6282.5,7433.0,6796.5,7745.5,SUMO-interacting motif-containing protein,>4C (GG2M)
Tb927.8.3730,5361.5,4429.5,4010.5,4981.0,3638.0,COPI associated protein  putative,<2C (LG1)
Tb927.8.3740,2574.5,3881.5,6055.5,5159.0,3658.5,pterin 4 alpha carbinolamine dehydratase  putative,S
Tb927.8.3750,2943.0,4653.0,4711.5,4647.0,2454.0,nucleolar protein 56,S
Tb927.8.3770,8654.5,8219.0,7958.5,8379.0,5499.0,Mitogen-activated protein kinase 10  putative,<2C (LG1)
Tb927.8.3780,8344.0,8923.5,7939.0,7987.5,7104.0,MORN repeat  putative,G1
Tb927.8.3790,8214.5,5045.5,4283.5,4542.0,6984.0,paraflagellar rod component  putative,<2C (LG1)
Tb927.8.3800,7385.0,9419.0,8536.5,8773.0,8338.0,guanosine diphosphatase  putative,G1
Tb927.8.3810,8209.5,7610.0,8348.0,8589.5,10662.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.8.3820,10208.5,8933.5,9873.0,9304.5,9749.0,Stress granule protein,<2C (LG1)
Tb927.8.3830,10252.5,10238.0,10021.5,10442.0,10736.0,mitochondrial,>4C (GG2M)
Tb927.8.3840,10873.5,8955.0,8664.5,9018.0,10777.5,hypothetical protein  conserved,<2C (LG1)
Tb927.8.3850,7797.5,3956.5,4799.0,5728.5,8353.5,PSP1 C-terminal conserved region  putative,>4C (GG2M)
Tb927.8.3860,5834.0,2795.0,3215.0,3087.5,4893.5,cytosolic iron-sulfur protein assembly 1,<2C (LG1)
Tb927.8.3870,9755.0,9290.5,8087.5,7702.0,6328.0,Nucleolar protein 127,<2C (LG1)
Tb927.8.3880,5524.5,6561.0,5334.5,6018.0,3185.0,hypothetical protein  conserved,G1
Tb927.8.3890,5831.5,7834.5,6966.5,6322.0,4014.5,hypothetical protein  conserved,G1
Tb927.8.3900,5573.5,7362.0,7372.0,6996.5,4550.5,hypothetical protein  conserved,S
Tb927.8.3910,7173.0,5121.0,5153.5,5180.0,3125.5,thymidylate kinase  putative,<2C (LG1)
Tb927.8.3920,10080.0,6620.0,6893.0,7053.0,6216.5,mms19 nucleotide excision repair protein homolog,<2C (LG1)
Tb927.8.3930,5643.5,8625.5,8044.5,8402.5,8198.0,Gryzun  putative trafficking through Golgi  putative,G1
Tb927.8.3940,11266.0,7886.5,7076.5,7826.0,6195.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.3950,11085.0,11046.0,10994.5,10603.5,10609.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.3960,4767.5,6890.0,6910.5,6452.5,7740.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.8.3970,9465.5,8721.5,8217.0,7252.0,9017.0,oxidoreductase  putative,<2C (LG1)
Tb927.8.3980,10530.0,9651.0,10346.5,9862.5,9079.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.3990,5266.0,5236.0,4502.0,3029.0,1944.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.4000,6154.5,7912.0,9298.0,8619.0,7792.5,ABC1 family  putative,S
Tb927.8.4010,1988.0,8662.0,7712.0,9086.5,9811.5,Flagellum adhesion protein 1,>4C (GG2M)
Tb927.8.4020,612.5,5322.5,4598.0,4872.5,5555.0,Zinc finger CCCH domain-containing protein 24,>4C (GG2M)
Tb927.8.4030,1460.0,3032.5,3092.0,2530.5,2834.5,class I transcription factor A  subunit 5a,S
Tb927.8.4040,6925.5,8317.0,7912.5,7891.0,7226.0,endonuclease G  putative,G1
Tb927.8.4050,11369.0,10931.0,10801.0,10781.0,9790.5,FLA1-binding protein,<2C (LG1)
Tb927.8.4060,6772.0,3120.0,3127.0,3965.5,11069.5,Flagellum adhesion protein 2  putative,>4C (GG2M)
Tb927.8.4070,1460.0,4188.5,3354.5,3950.5,4292.0,zinc finger protein family member  putative,>4C (GG2M)
Tb927.8.4080,1460.0,2429.0,2764.5,2617.5,2574.5,hypothetical protein  conserved,S
Tb927.8.4090,7134.5,9166.5,9133.5,9109.5,7806.0,endonuclease G  putative,G1
Tb927.8.4100,11225.0,10362.0,10179.0,10083.0,9173.5,FLA1-binding protein,<2C (LG1)
Tb927.8.4110,6741.5,2707.5,2987.0,3367.5,11110.0,Flagellum adhesion protein 3  putative,>4C (GG2M)
Tb927.8.4120,1460.0,5349.5,4767.5,4852.5,5332.5,zinc finger protein family member  putative,G1
Tb927.8.4130,612.5,1448.0,1932.0,1542.0,948.5,class I transcription factor A  subunit 5b,S
Tb927.8.4140,3570.5,4615.5,4010.5,3356.0,2442.5,Anaphase-promoting complex-associated protein AP3,G1
Tb927.8.4150,8204.5,6575.0,7098.0,5392.0,5713.5,rhomboid-like protein,<2C (LG1)
Tb927.8.4160,11699.0,11593.0,11564.0,11595.0,11529.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.4170,1460.0,5338.5,4732.5,4045.0,6319.0,RNA-binding protein  putative,>4C (GG2M)
Tb927.8.4175,9383.5,7226.5,5500.5,5741.0,6522.5,hypothetical protein,<2C (LG1)
Tb927.8.4180,5111.0,2696.5,2919.0,3566.5,4770.5,tRNA-specific adenosine deaminase,<2C (LG1)
Tb927.8.4190,3272.0,6380.0,4990.5,6549.5,6112.5,hypothetical protein  conserved,G2M
Tb927.8.4200,9252.0,10612.5,10266.0,10874.0,10806.0,hypothetical protein  conserved,G2M
Tb927.8.4210,3726.5,5151.5,5325.5,5816.0,10297.0,basal body component  putative,>4C (GG2M)
Tb927.8.4220,8288.5,4194.0,5408.5,6531.0,4468.5,hypothetical protein  conserved,<2C (LG1)
Tb927.8.4230,6604.5,10269.5,10256.5,9759.0,9868.5,hypothetical protein  conserved,G1
Tb927.8.4240,11655.0,11487.0,11486.5,11377.0,11459.0,hypothetical protein  conserved,<2C (LG1)
Tb927.8.4250,8066.5,5941.5,6218.5,5981.0,3775.0,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit  putative,<2C (LG1)
Tb927.8.4260,1914.0,9676.5,9497.0,10037.0,9383.0,serine/threonine-protein kinase  putative,G2M
Tb927.8.4270,7317.0,8379.0,9292.0,8916.5,8103.5,hypothetical protein  conserved,S
Tb927.8.4280,5550.0,3245.0,2300.0,1688.5,2953.5,nuclear transport factor 2  putative,<2C (LG1)
Tb927.8.4290,612.5,5251.5,5744.0,5463.0,6870.5,Ribosome biogenesis protein Nop16  putative,>4C (GG2M)
Tb927.8.4300,4480.0,6578.0,6866.5,7662.5,6928.0,hypothetical protein,G2M
Tb927.8.4310,6381.5,7073.0,8621.0,8005.5,6749.5,hypothetical protein  conserved,S
